,seq_id,seq,entity_nodes_for_logkeys,action_nodes_for_logkeys,status_nodes_for_logkeys
279,97186,"['10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
280,90724,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
281,71795,"['58', '36', '36', '63', '16', '118']","[Dhcpd_106,Dhcpd_106,Dhcpd_106,Dhcpd_106,Xinetd_256,Client_92]","[Dhcpdiscover_367,none_368,none_368,Settingup_376,none_835,DoesNotAccept_335]","[none_614,none_616,none_616,none_630,none_1190,none_573]"
282,61978,"['10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
283,59713,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
284,94081,"['1', '8', '29', '42', '4', '45', '46']","[User_80,Crond_94,Sendmail_222,Sendmail_222,User_80,Sendmail_222,Sendmail_222]","[Opened_309,Register_340,Retrying_704,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709]","[none_545,none_582,unknown_1029,error_1048,none_543,none_1044,deferred_1035]"
285,61297,"['9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
286,52953,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
287,30576,"['1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5']","[User_80,User_80,Sshd_228,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,User_80,Sshd_228,Sshd_228]","[Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786]","[none_545,none_545,none_1134,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_545,none_1134,none_1134]"
288,34338,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
289,56174,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
290,16896,"['10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
291,46592,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
292,23690,"['10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
293,76560,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
294,93526,"['1', '8', '29', '42', '4', '45', '46']","[User_80,Crond_94,Sendmail_222,Sendmail_222,User_80,Sendmail_222,Sendmail_222]","[Opened_309,Register_340,Retrying_704,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709]","[none_545,none_582,unknown_1029,error_1048,none_543,none_1044,deferred_1035]"
295,83397,"['10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
296,40205,"['1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5', '1', '1', '5', '5']","[User_80,User_80,Sshd_228,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,User_80,Sshd_228,Sshd_228]","[Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786]","[none_545,none_545,none_1134,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_545,none_1134,none_1134]"
297,92773,"['1', '8', '29', '42', '4', '45', '46']","[User_80,Crond_94,Sendmail_222,Sendmail_222,User_80,Sendmail_222,Sendmail_222]","[Opened_309,Register_340,Retrying_704,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709]","[none_545,none_582,unknown_1029,error_1048,none_543,none_1044,deferred_1035]"
298,82240,"['10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
299,94830,"['1', '8', '29', '42', '4', '45', '46', '16', '16', '1', '5', '16', '118']","[User_80,Crond_94,Sendmail_222,Sendmail_222,User_80,Sendmail_222,Sendmail_222,Xinetd_256,Xinetd_256,User_80,Sshd_228,Xinetd_256,Client_92]","[Opened_309,Register_340,Retrying_704,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709,none_835,none_835,Opened_309,Connecting_786,none_835,DoesNotAccept_335]","[none_545,none_582,unknown_1029,error_1048,none_543,none_1044,deferred_1035,none_1190,none_1190,none_545,none_1134,none_1190,none_573]"
300,83403,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
301,68247,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
302,90750,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
303,67689,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
304,89140,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
305,60115,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
306,49222,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
307,76177,"['9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
308,36087,"['1', '5', '18']","[User_80,Sshd_228,Ntpd_178]","[Opened_309,Connecting_786,Synchronized_589]","[none_545,none_1134,none_897]"
309,63335,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
310,67665,"['1', '8', '47', '4']","[User_80,Crond_94,Anacron_84,User_80]","[Opened_309,Register_340,UpdateTimestamp_319,Register_307]","[none_545,none_582,none_555,none_543]"
311,32193,"['10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[normal_525,none_1082,none_526,none_1082]"
312,59472,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
313,68267,"['31', '31', '87', '259', '35', '269', '257', '267', '103', '177', '173', '31', '177', '167', '187', '31', '31', '298', '34', '312', '168', '168', '31', '31', '190', '31']","[Shutdown_40,Shutdown_40,Kernel_43,Panfs_184,Kernel_43,Fsclientcap_123,Rpcs_64,Subdev_231,Kernel_43,Filesystems_115,Snmpd_226,Shutdown_40,Filesystems_115,Ntpd_178,Ntpd_178,Shutdown_40,Shutdown_40,Xinetd_256,Shutdown_40,Signal_25,Kernel_43,Kernel_43,Shutdown_40,Shutdown_40,none_264,Shutdown_40]","[Configuring_68,Configuring_68,none_72,Umounting_616,none_72,Scrubbing_407,Returning_267,Startup_790,none_72,Create_392,ShuttingDown_751,Configuring_68,Create_392,Shutdown_597,Exiting_598,Configuring_68,Configuring_68,Exiting_839,Configuring_68,Un-registeringAndExiting_51,none_72,none_72,Configuring_68,Configuring_68,Register_849,Configuring_68]","[none_89,none_89,none_157,none_929,none_165,starting_665,none_492,done_1138,none_156,none_646,none_1085,none_89,none_646,none_908,none_909,none_89,none_89,none_1195,none_88,none_71,none_94,none_94,none_89,none_89,signal_1205,none_89]"
314,79216,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
315,63535,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
316,61041,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
317,74615,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
318,80282,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
319,93691,"['1', '8', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '29', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '42', '4', '45', '46', '1', '5', '1', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '1', '5', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '40', '48', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5', '1', '5']","[User_80,Crond_94,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,Sendmail_222,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,Sendmail_222,User_80,Sendmail_222,Sendmail_222,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,Sshd_228,User_80,User_80,Sshd_228,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,Dhcpd_106,Dhcpd_106,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228,User_80,Sshd_228]","[Opened_309,Register_340,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Retrying_704,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,UnableToQualifyDomainName_719,Register_307,SendingEmail_715,Start_709,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Connecting_786,Opened_309,Opened_309,Connecting_786,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,none_368,Dhcprequest_373,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786,Opened_309,Connecting_786]","[none_545,none_582,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,unknown_1029,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,error_1048,none_543,none_1044,deferred_1035,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_1134,none_545,none_545,none_1134,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,no free leases_615,unknown_623,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134,none_545,none_1134]"
320,88010,"['9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082]"
321,87647,"['9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2', '10', '2', '9', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082,none_526,none_1082]"
322,61961,"['9', '2', '10', '2', '9', '2', '10', '2']","[ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226,ServerAdministrator_72,Snmpd_226]","[Initialize_291,Receiving_748,ReturningTo_290,Receiving_748,Initialize_291,Receiving_748,ReturningTo_290,Receiving_748]","[none_526,none_1082,normal_525,none_1082,none_526,none_1082,normal_525,none_1082]"
323,63785,"['4', '1', '8']","[User_80,User_80,Crond_94]","[Register_307,Opened_309,Register_340]","[none_543,none_545,none_582]"
